Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand
ENSBTAG00000003851	1	110447554	110461439	1
ENSBTAG00000009014	1	63981593	64010650	1
ENSBTAG00000001390	1	64019141	64049977	-1
ENSBTAG00000000210	1	64083127	64203306	1
ENSBTAG00000018009	1	110575012	110642235	-1
ENSBTAG00000050129	1	110753808	110776942	-1
ENSBTAG00000000213	1	64211525	64240562	-1
ENSBTAG00000012120	1	110928202	110955891	-1
ENSBTAG00000018471	1	111095638	111107466	1
ENSBTAG00000008562	1	64246626	64269696	1
ENSBTAG00000012581	1	64275417	64295231	1
ENSBTAG00000018059	1	64301489	64323696	-1
ENSBTAG00000009391	1	64334745	64377235	1
ENSBTAG00000018465	1	111111924	111559606	-1
ENSBTAG00000005604	1	64397770	64415902	-1
ENSBTAG00000002182	1	64425088	64432940	-1
ENSBTAG00000001293	1	64451181	64565304	1
ENSBTAG00000013013	1	111732900	111804777	-1
ENSBTAG00000053648	1	64603582	64604189	1
ENSBTAG00000019557	1	64606698	64639471	1
ENSBTAG00000014318	1	111829274	111850038	1
ENSBTAG00000005203	1	111876350	111901894	1
ENSBTAG00000048057	1	64646190	64861271	-1
ENSBTAG00000008307	1	111945804	112167879	1
ENSBTAG00000001464	1	64938048	65020584	-1
ENSBTAG00000033170	1	65078552	65096582	-1
ENSBTAG00000022155	1	65138529	65198315	-1
ENSBTAG00000048370	1	65235359	65235744	-1
ENSBTAG00000015892	1	65318371	65324506	1
ENSBTAG00000015895	1	65337969	65380604	-1
ENSBTAG00000015898	1	65387679	65433970	-1
ENSBTAG00000002075	1	112478989	112595507	-1
ENSBTAG00000016848	1	65433369	65474553	1
ENSBTAG00000024623	1	112686345	112686731	-1
ENSBTAG00000006147	1	113234818	113319984	1
ENSBTAG00000006142	1	113326569	113371550	1
ENSBTAG00000001918	1	65607598	65930952	1
ENSBTAG00000013439	1	113382720	113519848	-1
ENSBTAG00000047341	1	114370080	114375211	-1
ENSBTAG00000055257	1	114554443	114558377	-1
ENSBTAG00000001920	1	65944699	66053204	-1
ENSBTAG00000001465	1	114908447	114910097	-1
ENSBTAG00000033740	1	115264273	115264638	-1
ENSBTAG00000004564	1	115303718	115524968	-1
ENSBTAG00000053581	1	115938554	115949379	-1
ENSBTAG00000049884	1	116008718	116028839	-1
ENSBTAG00000011569	1	116033356	116050220	-1
ENSBTAG00000050308	1	116097757	116098884	-1
ENSBTAG00000013378	1	116201550	116227639	-1
ENSBTAG00000050232	1	116288361	116291974	-1
ENSBTAG00000010385	1	116318277	116319233	-1
ENSBTAG00000014508	1	66095751	66108659	1
ENSBTAG00000001009	1	66112082	66145729	-1
ENSBTAG00000001728	1	116623017	116652023	1
ENSBTAG00000008862	1	66151427	66215030	-1
ENSBTAG00000013069	1	66248439	66293959	-1
ENSBTAG00000021703	1	116654940	117017533	-1
ENSBTAG00000013070	1	66294136	66349798	1
ENSBTAG00000033166	1	66366134	66408044	1
ENSBTAG00000001442	1	66438934	66441965	1
ENSBTAG00000004705	1	66482692	66608853	-1
ENSBTAG00000015837	1	116694941	116747192	1
ENSBTAG00000011192	1	116756155	116798069	1
ENSBTAG00000020990	1	116847497	116879544	1
ENSBTAG00000013118	1	66543642	66610926	1
ENSBTAG00000009848	1	116891760	116898285	1
ENSBTAG00000003865	1	66655046	66744722	1
ENSBTAG00000011267	1	117161151	117204819	1
ENSBTAG00000023445	1	117361864	117380735	1
ENSBTAG00000014133	1	66771565	66772604	1
ENSBTAG00000010688	1	66772681	66783747	1
ENSBTAG00000054520	1	66796530	66819338	-1
ENSBTAG00000001331	1	117434619	117479150	1
ENSBTAG00000031435	1	117507281	117537602	-1
ENSBTAG00000011140	1	66820312	66861495	1
ENSBTAG00000009106	1	117556623	117597952	-1
ENSBTAG00000054326	1	66864803	66866398	-1
ENSBTAG00000011143	1	66875768	66944339	-1
ENSBTAG00000021791	1	66958506	66988476	-1
ENSBTAG00000009933	1	66988057	66996322	1
ENSBTAG00000009104	1	117598268	117600549	1
ENSBTAG00000016656	1	67012287	67058498	1
ENSBTAG00000018402	1	117672585	117718237	-1
ENSBTAG00000005066	1	67055375	67120252	-1
ENSBTAG00000011150	1	118213388	118220074	1
ENSBTAG00000005071	1	67121600	67210214	1
ENSBTAG00000018765	1	67239728	67280749	-1
ENSBTAG00000011147	1	118223007	118350034	-1
ENSBTAG00000018877	1	67411430	67504231	1
ENSBTAG00000031346	1	118367157	118397535	1
ENSBTAG00000005068	1	118403615	118414343	1
ENSBTAG00000007814	1	118469263	118642804	1
ENSBTAG00000014797	1	67555432	67637451	1
ENSBTAG00000001893	1	118662871	118691339	-1
ENSBTAG00000018777	1	67666437	67823745	-1
ENSBTAG00000015163	1	118809503	118817968	1
ENSBTAG00000019960	1	118858862	118883835	1
ENSBTAG00000023607	1	67866129	67952810	-1
ENSBTAG00000012164	1	118901381	119012034	1
ENSBTAG00000014567	1	67982278	68068472	-1
ENSBTAG00000054441	1	68166277	68171402	-1
ENSBTAG00000000566	1	68289450	68332524	-1
ENSBTAG00000006947	1	68349806	68384919	-1
ENSBTAG00000002395	1	118969378	119046161	-1
ENSBTAG00000002640	1	68647206	68942661	1
ENSBTAG00000019704	1	119074041	119137489	1
ENSBTAG00000053238	1	68984705	69120012	1
ENSBTAG00000001721	1	119150402	119191206	-1
ENSBTAG00000015008	1	119297388	119329547	-1
ENSBTAG00000000456	1	119339499	119376792	-1
ENSBTAG00000013727	1	69127863	69178521	1
ENSBTAG00000045633	1	119465679	119521250	-1
ENSBTAG00000013755	1	69196881	69312128	-1
ENSBTAG00000014751	1	120897288	120900384	-1
ENSBTAG00000014749	1	120907816	120916227	1
ENSBTAG00000053400	1	120918766	120921826	1
ENSBTAG00000010382	1	69332534	69349823	-1
ENSBTAG00000005522	1	121852796	121878087	1
ENSBTAG00000022227	1	121946372	121974115	1
ENSBTAG00000054268	1	122019015	122022219	1
ENSBTAG00000021396	1	69422854	69525187	-1
ENSBTAG00000031306	1	122041887	122092789	1
ENSBTAG00000000496	1	69521456	69670381	-1
ENSBTAG00000011986	1	122257891	122300144	1
ENSBTAG00000050482	1	69686148	69766359	-1
ENSBTAG00000011383	1	69887221	69946638	-1
ENSBTAG00000007331	1	122349984	122471157	1
ENSBTAG00000006471	1	69962379	70053523	-1
ENSBTAG00000003383	1	70085553	70086158	-1
ENSBTAG00000044172	1	70125517	70172948	-1
ENSBTAG00000014208	1	70176689	70180132	-1
ENSBTAG00000018025	1	70180444	70226096	1
ENSBTAG00000049240	1	124104153	124107219	-1
ENSBTAG00000032839	1	70229447	70335542	-1
ENSBTAG00000007933	1	124866092	124888751	-1
ENSBTAG00000014874	1	70342777	70373184	-1
ENSBTAG00000031178	1	125042863	125706599	1
ENSBTAG00000001890	1	70372268	70433147	1
ENSBTAG00000054067	1	125109231	125110338	-1
ENSBTAG00000011584	1	125870591	125874332	-1
ENSBTAG00000009154	1	125961513	125987011	-1
ENSBTAG00000011116	1	126040064	126042144	1
ENSBTAG00000032819	1	70460152	70476679	1
ENSBTAG00000038111	1	126128644	126129171	-1
ENSBTAG00000016026	1	126132067	126231903	1
ENSBTAG00000014721	1	70484258	70515363	-1
ENSBTAG00000002232	1	126259412	126320424	-1
ENSBTAG00000023429	1	126325256	126418836	-1
ENSBTAG00000021364	1	70600179	70627585	-1
ENSBTAG00000032719	1	70652654	70679923	-1
ENSBTAG00000021515	1	70789424	70802153	-1
ENSBTAG00000012347	1	70809680	70827658	1
ENSBTAG00000016979	1	70824603	70878013	-1
ENSBTAG00000011529	1	126471505	126591861	1
ENSBTAG00000032684	1	70881969	70909767	-1
ENSBTAG00000040161	1	70913018	70922405	-1
ENSBTAG00000007577	1	70935047	70987415	-1
ENSBTAG00000013317	1	71020360	71048691	-1
ENSBTAG00000013319	1	71044905	71052495	-1
ENSBTAG00000014660	1	71087882	71101117	-1
ENSBTAG00000006388	1	71101138	71112719	1
ENSBTAG00000009614	1	71155752	71182955	1
ENSBTAG00000013192	1	71223038	71228675	-1
ENSBTAG00000049165	1	71229011	71238780	1
ENSBTAG00000048195	1	71232257	71252236	1
ENSBTAG00000047856	1	71257814	71346318	1
ENSBTAG00000032674	1	71370900	71400231	1
ENSBTAG00000008873	1	71404768	71410588	-1
ENSBTAG00000048390	1	71410763	71411062	1
ENSBTAG00000011659	1	71415019	71440654	-1
ENSBTAG00000002998	1	71476619	71500652	-1
ENSBTAG00000011524	1	126593243	126700958	1
ENSBTAG00000018138	1	126736159	126814507	1
ENSBTAG00000006222	1	126884717	127026615	1
ENSBTAG00000019007	1	127035398	127035796	1
ENSBTAG00000014140	1	127050091	127086255	-1
ENSBTAG00000021886	1	127145178	127185456	-1
ENSBTAG00000002185	1	127214846	127222120	-1
ENSBTAG00000015413	1	127345515	127469070	-1
ENSBTAG00000040061	1	127530714	127574835	-1
ENSBTAG00000050763	1	127673805	127774738	-1
ENSBTAG00000050470	1	127715270	127718907	1
ENSBTAG00000009115	1	127831477	127918128	-1
ENSBTAG00000015310	1	128008638	128042419	-1
ENSBTAG00000052041	1	128064859	128066292	1
ENSBTAG00000018346	1	128258678	128288461	-1
ENSBTAG00000008714	1	128385395	128561717	-1
ENSBTAG00000051936	1	129414272	129535900	1
ENSBTAG00000020028	1	129556881	129560370	1
ENSBTAG00000015056	1	129620306	129651650	1
ENSBTAG00000014843	1	129706887	129741285	1
ENSBTAG00000047608	1	129741091	129754572	-1
ENSBTAG00000046040	1	130033044	130033820	1
ENSBTAG00000046738	1	130057450	130058343	1
ENSBTAG00000051220	1	130075490	130076132	-1
ENSBTAG00000048724	1	130081745	130082671	-1
ENSBTAG00000045637	1	130113244	130114032	1
ENSBTAG00000031277	1	130185388	130186521	1
ENSBTAG00000006909	1	130293099	130471254	1
ENSBTAG00000023426	1	130488923	130505304	-1
ENSBTAG00000048975	1	130509435	130510586	-1
ENSBTAG00000018538	1	130531395	130598375	1
ENSBTAG00000026861	1	130568067	130569639	1
ENSBTAG00000008111	1	130610161	130664345	-1
ENSBTAG00000001497	1	130707102	130773432	-1
ENSBTAG00000012850	1	130793239	130816718	1
ENSBTAG00000019952	1	130822345	130930767	-1
ENSBTAG00000019949	1	130942894	130955677	1
ENSBTAG00000001451	1	131003440	131008085	1
ENSBTAG00000015198	1	131015352	131071635	1
ENSBTAG00000014589	1	131114604	131131817	-1
ENSBTAG00000019535	1	131371915	131372637	-1
ENSBTAG00000020378	1	71513093	71780855	-1
ENSBTAG00000008299	1	132167385	132207262	-1
ENSBTAG00000018427	1	132216626	132292949	-1
ENSBTAG00000003833	1	132298308	132334597	-1
ENSBTAG00000054797	1	132419127	132742565	1
ENSBTAG00000016306	1	132547744	132548300	-1
ENSBTAG00000035437	1	132757274	132922494	1
ENSBTAG00000015221	1	132920382	133024359	-1
ENSBTAG00000052750	1	132923969	132924157	1
ENSBTAG00000000750	1	133084511	133113773	1
ENSBTAG00000023416	1	133116975	133350011	-1
ENSBTAG00000015377	1	134087026	134553600	-1
ENSBTAG00000054179	1	134626237	134626404	1
ENSBTAG00000051206	1	134699565	134742497	1
ENSBTAG00000007014	1	134765523	134838769	-1
ENSBTAG00000014461	1	134839356	134845010	1
ENSBTAG00000000742	1	134947902	134965883	1
ENSBTAG00000049951	1	135029919	135030904	-1
ENSBTAG00000016999	1	135082834	135191082	1
ENSBTAG00000048733	1	135287615	135288184	1
ENSBTAG00000001324	1	135336540	135423996	1
ENSBTAG00000000905	1	135468728	135526439	1
ENSBTAG00000044075	1	135532008	135573130	-1
ENSBTAG00000007273	1	135579069	135618070	-1
ENSBTAG00000023411	1	135642794	135686442	-1
ENSBTAG00000000526	1	135753514	135824423	1
ENSBTAG00000035556	1	135867529	135881717	-1
ENSBTAG00000017659	1	135950798	136027624	-1
ENSBTAG00000018508	1	136031260	136310998	-1
ENSBTAG00000049758	1	136340338	136341554	1
ENSBTAG00000049044	1	136696251	136696592	1
ENSBTAG00000005769	1	136814837	136869560	1
ENSBTAG00000004495	1	136872755	136905496	-1
ENSBTAG00000031010	1	136905776	137025947	1
ENSBTAG00000019577	1	136981306	136983324	-1
ENSBTAG00000002966	1	137051554	137215251	-1
ENSBTAG00000011634	1	137242683	137294481	-1
ENSBTAG00000054801	1	137310130	137314757	1
ENSBTAG00000049430	1	137376538	137377662	1
ENSBTAG00000054913	1	137814904	137818985	1
ENSBTAG00000054550	1	138091992	138094372	1
ENSBTAG00000010448	1	138181418	138320203	1
ENSBTAG00000053358	1	138333246	138346198	1
ENSBTAG00000030942	1	138384449	138441532	1
ENSBTAG00000018749	1	138547391	138550417	-1
ENSBTAG00000009258	1	138565353	138835292	-1
ENSBTAG00000007462	1	138839426	138853788	1
ENSBTAG00000011626	1	138872223	139026120	-1
ENSBTAG00000050167	1	139122464	139127550	-1
ENSBTAG00000013600	1	139225714	139238322	-1
ENSBTAG00000013602	1	139238832	139362519	-1
ENSBTAG00000018768	1	139406045	139412414	-1
ENSBTAG00000023106	1	139422600	139432042	-1
ENSBTAG00000013629	1	139443100	139458044	1
ENSBTAG00000030993	1	139470703	139512432	-1
ENSBTAG00000007068	1	139528818	139600025	1
ENSBTAG00000023407	1	139747766	139748825	1
ENSBTAG00000002029	1	139827395	139881435	1
ENSBTAG00000051421	1	139937150	140005775	1
ENSBTAG00000004754	1	140132680	140470932	-1
ENSBTAG00000054486	1	140290824	140294219	1
ENSBTAG00000000394	1	141381147	141486921	1
ENSBTAG00000030921	1	141551208	141617001	1
ENSBTAG00000008471	1	141621165	141658223	1
ENSBTAG00000030913	1	141677687	141706496	1
ENSBTAG00000009132	1	141713171	141747814	-1
ENSBTAG00000050235	1	141860782	141863260	1
ENSBTAG00000045771	1	141870134	141870505	-1
ENSBTAG00000048826	1	71763573	71764594	1
ENSBTAG00000048225	1	71868325	71868900	1
ENSBTAG00000000448	1	71964668	72000537	-1
ENSBTAG00000023600	1	72061983	72075639	1
ENSBTAG00000050331	1	72071105	72072121	-1
ENSBTAG00000006724	1	72100094	72118577	1
ENSBTAG00000003378	1	72150081	72264225	1
ENSBTAG00000054986	1	72278287	72317902	1
ENSBTAG00000014564	1	72326705	72499174	1
ENSBTAG00000008462	1	72861563	72862834	-1
ENSBTAG00000008461	1	72877165	72901758	1
ENSBTAG00000002394	1	72908919	72956817	1
ENSBTAG00000013204	1	73048103	73125832	1
ENSBTAG00000013203	1	73132670	73134289	1
ENSBTAG00000038600	1	73171521	73173275	1
ENSBTAG00000032656	1	73178781	73188076	1
ENSBTAG00000000569	1	73362759	73365438	-1
ENSBTAG00000019514	1	73771857	73856448	-1
ENSBTAG00000016305	1	73893640	74020388	1
ENSBTAG00000018657	1	74043235	74159562	1
ENSBTAG00000035844	1	74163666	74183456	-1
ENSBTAG00000005430	1	74489024	74609955	1
ENSBTAG00000012413	1	74876548	75283017	1
ENSBTAG00000054301	1	75767996	75769407	1
ENSBTAG00000006945	1	75926837	76006093	-1
ENSBTAG00000044148	1	76047771	76055460	1
ENSBTAG00000018703	1	76065896	76102113	-1
ENSBTAG00000052378	10	28258152	28258370	1
ENSBTAG00000025434	10	80614620	80620778	-1
ENSBTAG00000050601	10	2105418	2106513	1
ENSBTAG00000051430	10	2121825	2127227	-1
ENSBTAG00000011338	10	2213062	2245525	1
ENSBTAG00000020040	10	28278976	28287059	1
ENSBTAG00000018255	10	80672883	80775228	-1
ENSBTAG00000014099	10	2413343	2486039	1
ENSBTAG00000052874	10	3245214	3246091	-1
ENSBTAG00000011076	10	3260025	3428630	1
ENSBTAG00000014948	10	28287799	28298647	-1
ENSBTAG00000025632	10	28299475	28303025	1
ENSBTAG00000023186	10	3638271	3638663	1
ENSBTAG00000016236	10	28304735	28385879	1
ENSBTAG00000053655	10	3734941	3735099	1
ENSBTAG00000014027	10	3972433	4015816	-1
ENSBTAG00000006416	10	28388336	28391846	-1
ENSBTAG00000001895	10	4050987	4104900	-1
ENSBTAG00000006413	10	28406090	28458754	1
ENSBTAG00000001898	10	4108967	4139252	-1
ENSBTAG00000053987	10	4120471	4121550	1
ENSBTAG00000048519	10	80840987	80934684	-1
ENSBTAG00000049873	10	4175143	4175605	1
ENSBTAG00000007385	10	28490709	28506271	1
ENSBTAG00000010052	10	80994863	81025335	1
ENSBTAG00000009998	10	81046037	81147943	1
ENSBTAG00000008699	10	4358418	4386867	-1
ENSBTAG00000037985	10	28518864	28520462	-1
ENSBTAG00000002357	10	4427217	4444604	-1
ENSBTAG00000044029	10	28535056	28727307	1
ENSBTAG00000035030	10	4461911	4471313	-1
ENSBTAG00000017798	10	81172307	81184975	-1
ENSBTAG00000017811	10	81185447	81228802	1
ENSBTAG00000017442	10	4660062	4671522	-1
ENSBTAG00000017525	10	4680316	4702801	-1
ENSBTAG00000008576	10	81245510	81276266	1
ENSBTAG00000051386	10	4702850	4778608	1
ENSBTAG00000047101	10	81312454	81314550	-1
ENSBTAG00000049135	10	4770013	4774303	1
ENSBTAG00000003857	10	81344780	81439922	1
ENSBTAG00000050645	10	81411811	81412170	-1
ENSBTAG00000016644	10	4850840	4929057	1
ENSBTAG00000011596	10	81495740	81501121	1
ENSBTAG00000001881	10	81503834	81526924	-1
ENSBTAG00000035005	10	4904503	4905626	1
ENSBTAG00000039618	10	4956740	4966831	1
ENSBTAG00000030599	10	81593314	81739443	1
ENSBTAG00000011608	10	5012186	5025730	1
ENSBTAG00000027080	10	81762305	81931753	-1
ENSBTAG00000034998	10	5026117	5109495	-1
ENSBTAG00000007586	10	81981151	82020581	-1
ENSBTAG00000035174	10	5185866	5197272	1
ENSBTAG00000030595	10	82020450	82060888	1
ENSBTAG00000054924	10	5276691	5279401	-1
ENSBTAG00000054288	10	82090678	82092476	-1
ENSBTAG00000044071	10	5450044	5474341	-1
ENSBTAG00000037932	10	82116736	82119485	-1
ENSBTAG00000014536	10	5613866	5674977	-1
ENSBTAG00000003715	10	82154116	82156081	1
ENSBTAG00000006786	10	82158246	82227072	-1
ENSBTAG00000038377	10	82176146	82178847	-1
ENSBTAG00000052827	10	82209870	82210571	-1
ENSBTAG00000047719	10	5715882	5718113	1
ENSBTAG00000045604	10	82281701	82314251	1
ENSBTAG00000050091	10	6500608	6531769	-1
ENSBTAG00000005700	10	82375960	82454849	-1
ENSBTAG00000024878	10	6541983	6677304	-1
ENSBTAG00000007840	10	6763962	6784639	1
ENSBTAG00000012565	10	82525805	82704991	1
ENSBTAG00000000081	10	6796016	6925123	-1
ENSBTAG00000004028	10	6925321	7006062	1
ENSBTAG00000007114	10	7084931	7115694	-1
ENSBTAG00000017507	10	7361671	7574347	1
ENSBTAG00000052974	10	7581958	7582209	1
ENSBTAG00000000897	10	7624974	7934460	1
ENSBTAG00000000898	10	7846836	7854604	-1
ENSBTAG00000020199	10	7945904	7963558	1
ENSBTAG00000034848	10	8022302	8031994	1
ENSBTAG00000020201	10	8059019	8062052	1
ENSBTAG00000020202	10	8104261	8118309	1
ENSBTAG00000048690	10	82866902	82867964	-1
ENSBTAG00000015805	10	82976926	83274389	1
ENSBTAG00000034823	10	8176687	8223030	1
ENSBTAG00000025385	10	83129255	83129884	-1
ENSBTAG00000052845	10	8234994	8235638	-1
ENSBTAG00000014189	10	83871181	84062445	1
ENSBTAG00000020205	10	8336670	8590336	1
ENSBTAG00000025458	10	84122761	84405606	-1
ENSBTAG00000046952	10	84303892	84304284	1
ENSBTAG00000008713	10	84446506	84481648	1
ENSBTAG00000011041	10	84487291	84531337	-1
ENSBTAG00000017177	10	84568244	84607402	1
ENSBTAG00000011757	10	84619690	84686874	1
ENSBTAG00000011680	10	84702266	84737572	1
ENSBTAG00000020212	10	8595264	8642850	-1
ENSBTAG00000011683	10	84739671	84901657	-1
ENSBTAG00000009249	10	8755491	8765137	-1
ENSBTAG00000003263	10	8804197	8885008	-1
ENSBTAG00000002842	10	84922429	84971868	-1
ENSBTAG00000052130	10	8952521	8953315	1
ENSBTAG00000025372	10	84937977	84940480	1
ENSBTAG00000046814	10	84971509	84978751	1
ENSBTAG00000002843	10	84987893	84992172	1
ENSBTAG00000005016	10	9099553	9335422	-1
ENSBTAG00000009788	10	85013824	85030876	1
ENSBTAG00000010270	10	85042309	85046178	1
ENSBTAG00000015930	10	85054840	85113986	1
ENSBTAG00000009783	10	85070695	85074051	-1
ENSBTAG00000009271	10	85120765	85123417	-1
ENSBTAG00000009272	10	85127443	85158072	-1
ENSBTAG00000003747	10	85254086	85275390	1
ENSBTAG00000020327	10	85277621	85320048	1
ENSBTAG00000007371	10	9403959	9554754	1
ENSBTAG00000020329	10	85321516	85333750	-1
ENSBTAG00000007374	10	9534467	9626567	-1
ENSBTAG00000020331	10	85333909	85348765	1
ENSBTAG00000020334	10	85351607	85377557	-1
ENSBTAG00000018467	10	85384726	85426894	1
ENSBTAG00000053938	10	85391184	85393346	-1
ENSBTAG00000018469	10	85428884	85447592	-1
ENSBTAG00000008341	10	9823217	10003931	-1
ENSBTAG00000002110	10	10026069	10142758	-1
ENSBTAG00000030557	10	85448145	85560860	1
ENSBTAG00000014632	10	85599605	85618776	1
ENSBTAG00000038234	10	10143679	10158404	1
ENSBTAG00000014633	10	85631547	85647111	-1
ENSBTAG00000002255	10	10191139	10214743	1
ENSBTAG00000025856	10	10305686	10375811	1
ENSBTAG00000005774	10	85679086	85681188	1
ENSBTAG00000052950	10	85710786	85768852	-1
ENSBTAG00000025853	10	10413731	10546778	-1
ENSBTAG00000021955	10	85774962	85783794	-1
ENSBTAG00000021956	10	85783972	85785721	1
ENSBTAG00000006751	10	10611782	10671411	1
ENSBTAG00000021957	10	85791017	85898441	-1
ENSBTAG00000050205	10	85897119	85898131	1
ENSBTAG00000006823	10	10675335	10773419	1
ENSBTAG00000020379	10	85945768	85988421	-1
ENSBTAG00000013132	10	10952454	10961762	-1
ENSBTAG00000020381	10	85987324	85998914	1
ENSBTAG00000008287	10	86019850	86083721	1
ENSBTAG00000015052	10	86108354	86116785	-1
ENSBTAG00000006463	10	86137703	86156692	1
ENSBTAG00000012866	10	11005591	11060139	1
ENSBTAG00000006688	10	86158264	86174332	-1
ENSBTAG00000001619	10	11111559	11216841	-1
ENSBTAG00000013688	10	86200949	86214110	-1
ENSBTAG00000005344	10	11392564	11404461	1
ENSBTAG00000008664	10	86259479	86266555	1
ENSBTAG00000046956	10	11410206	11460277	-1
ENSBTAG00000019279	10	86276261	86301871	-1
ENSBTAG00000015732	10	11462175	11486288	-1
ENSBTAG00000013992	10	86307298	86313688	-1
ENSBTAG00000013983	10	86319206	86327460	1
ENSBTAG00000016612	10	86332450	86367622	-1
ENSBTAG00000005694	10	86374541	86407514	-1
ENSBTAG00000004322	10	86488645	86492108	1
ENSBTAG00000009451	10	86610233	86655611	1
ENSBTAG00000025405	10	86713963	86736092	1
ENSBTAG00000015716	10	11498442	11548825	1
ENSBTAG00000040078	10	86764090	86898356	1
ENSBTAG00000011985	10	86881618	86895721	1
ENSBTAG00000011987	10	86908115	86916703	-1
ENSBTAG00000000821	10	11555686	11615749	-1
ENSBTAG00000010399	10	11623049	11719602	1
ENSBTAG00000025403	10	86918978	87207088	1
ENSBTAG00000002163	10	11826416	11838823	-1
ENSBTAG00000011540	10	11906117	11926485	-1
ENSBTAG00000053901	10	29036666	29107859	-1
ENSBTAG00000021630	10	11936565	11961634	-1
ENSBTAG00000003737	10	11983354	11993942	1
ENSBTAG00000000062	10	11993897	12010945	-1
ENSBTAG00000017471	10	12018684	12020060	1
ENSBTAG00000051351	10	12044492	12062943	-1
ENSBTAG00000039658	10	12071306	12083726	-1
ENSBTAG00000008386	10	12092543	12157468	-1
ENSBTAG00000021414	10	29344214	29359739	1
ENSBTAG00000012352	10	12187382	12228909	-1
ENSBTAG00000008828	10	12270524	12311903	-1
ENSBTAG00000012004	10	87237844	87271480	-1
ENSBTAG00000006440	10	12315689	12354764	-1
ENSBTAG00000012005	10	87263348	87371765	1
ENSBTAG00000025634	10	29434772	29889488	1
ENSBTAG00000014807	10	12373709	12424564	-1
ENSBTAG00000003084	10	87459365	87517588	1
ENSBTAG00000050495	10	29964364	29978686	-1
ENSBTAG00000015155	10	12436032	12464228	1
ENSBTAG00000012285	10	87626557	87812758	1
ENSBTAG00000032613	10	30003348	30062539	-1
ENSBTAG00000015158	10	12466732	12500862	-1
ENSBTAG00000020100	10	30064006	30087255	-1
ENSBTAG00000025826	10	12524013	12550520	1
