Ohno1	Ohno2	Symbol1	Symbol2	Og weighted global mean	Self weighted global mean	Outgroup Support	Duplication time	Gene type
ENSBTAG00000017468	ENSBTAG00000002378	NUCB2	NUCB1	6.62347307347716e-06	5.76555103827377e-08	4	Vertebrata	protein_coding
ENSBTAG00000017289	ENSBTAG00000010394	MCF2L	MCF2L2	0.00609227786375288	3.58092296089899e-19	3	Vertebrata	protein_coding
ENSBTAG00000015757	ENSBTAG00000010947	PHYHIP	PHYHIPL	1.78646195664946e-05	6.6887528794441e-13	1	Vertebrata	protein_coding
ENSBTAG00000013664	ENSBTAG00000021602	FILIP1L	CTTNBP2NL	0.00177668456133782	0.000149349538362838	2	Vertebrata	protein_coding
ENSBTAG00000016424	ENSBTAG00000006108	MMP25	MMP11	8.97099544689476e-06	2.93008147128427e-05	2	Vertebrata	protein_coding
ENSBTAG00000010024	ENSBTAG00000004594	MMP24	MMP7	0.0337579065497938	0.00183284170244004	2	Vertebrata	protein_coding
ENSBTAG00000000630	ENSBTAG00000021558	LSM14A	LSM14B	6.42433702646789e-21	5.67612360988805e-23	5	Vertebrata	protein_coding
ENSBTAG00000007780	ENSBTAG00000016541	CAMK1	CAMK1G	1.1864176512756e-10	1.28217983578147e-20	2	Vertebrata	protein_coding
ENSBTAG00000035615	ENSBTAG00000020858	UPF3B	UPF3A	1.07923188476769e-09	4.65314349813657e-40	5	Vertebrata	protein_coding
ENSBTAG00000014698	ENSBTAG00000015261	CARD11	CARD14	0.000140554446743836	9.08439165076206e-24	1	Vertebrata	protein_coding
ENSBTAG00000014862	ENSBTAG00000015101	ENSBTAG00000014862	ENSBTAG00000015101	1.10083733040374e-06	9.57079367478589e-12	4	Vertebrata	protein_coding
ENSBTAG00000001696	ENSBTAG00000018845	RBM46	DND1	1.77007552376431e-06	1.62024676031298e-32	3	Vertebrata	protein_coding
ENSBTAG00000018572	ENSBTAG00000012771	FLT3	CSF1R	1.00883429668751e-06	2.68882631841202e-11	2	Vertebrata	protein_coding
ENSBTAG00000000656	ENSBTAG00000018270	NFATC1	NFATC2	6.92741909708014e-06	3.81719134694996e-36	2	Vertebrata	protein_coding
ENSBTAG00000000309	ENSBTAG00000012848	PTPRT	PTPRU	0.0256801784097493	2.3226546707092e-18	1	Vertebrata	protein_coding
ENSBTAG00000013176	ENSBTAG00000030599	SMOC2	SMOC1	2.2509291634866e-11	1.80994983344198e-18	4	Vertebrata	protein_coding
ENSBTAG00000002593	ENSBTAG00000012608	GDAP1L1	GDAP1	5.98640025308866e-13	3.81300881092841e-44	2	Vertebrata	protein_coding
ENSBTAG00000014988	ENSBTAG00000014547	PGAM4	PGAM2	0.00109045284928416	0.0105631765079842	3	Vertebrata	protein_coding
ENSBTAG00000029922	ENSBTAG00000045718	bta-mir-9-1	ENSBTAG00000045718	0.013349314047033	2.13630861572988e-11	1	Vertebrata	miRNA
ENSBTAG00000019251	ENSBTAG00000005960	EPB41L3	EPB41L2	6.41581463099722e-09	5.54627449287576e-15	3	Vertebrata	protein_coding
ENSBTAG00000046582	ENSBTAG00000039248	ENSBTAG00000046582	ENSBTAG00000039248	0.00745989515152647	0.0890740004129312	3	Vertebrata	protein_coding
ENSBTAG00000001002	ENSBTAG00000021574	TCF7	TCF7L2	1.96856240616886e-07	1.95675638895928e-17	4	Vertebrata	protein_coding
ENSBTAG00000002121	ENSBTAG00000020504	CDK2AP2	CDK2AP1	0.00455329004542293	4.97159660010923e-05	3	Vertebrata	protein_coding
ENSBTAG00000013489	ENSBTAG00000002765	CYP27A1	CYP24A1	6.88835763063707e-05	0.00329987816499067	4	Vertebrata	protein_coding
ENSBTAG00000033061	ENSBTAG00000047385	ENSBTAG00000033061	ENSBTAG00000047385	0.0370841393636797	0.0509824563282343	2	Vertebrata	protein_coding
ENSBTAG00000007480	ENSBTAG00000047652	CIRBP	ENSBTAG00000047652	0.0207691314022162	0.0518946283069017	2	Vertebrata	protein_coding
ENSBTAG00000013843	ENSBTAG00000011909	ACVRL1	ACVR1	2.77848238317073e-07	1.52016093885314e-30	3	Vertebrata	protein_coding
ENSBTAG00000044055	ENSBTAG00000007680	THSD7B	THSD7A	0.010435183185792	4.07803998267576e-24	1	Vertebrata	protein_coding
ENSBTAG00000014458	ENSBTAG00000013737	MROH1	MROH8	0.00310368722805095	1.26123823514367e-07	3	Vertebrata	protein_coding
ENSBTAG00000015127	ENSBTAG00000026676	SDC4	SDC3	9.47125519851718e-07	7.92415465694638e-18	4	Vertebrata	protein_coding
ENSBTAG00000000336	ENSBTAG00000010085	ENSBTAG00000000336	SLC7A2	6.10583289040225e-05	2.58576794324457e-16	3	Vertebrata	protein_coding
ENSBTAG00000004645	ENSBTAG00000002997	ADAMTSL3	ADAMTSL1	0.0264803798769734	6.40827004595274e-17	3	Vertebrata	protein_coding
ENSBTAG00000012433	ENSBTAG00000031809	ENSBTAG00000012433	DENND1C	0.00257505586903051	1.34430120761122e-14	2	Vertebrata	protein_coding
ENSBTAG00000020043	ENSBTAG00000021938	ARHGAP17	ARHGAP44	1.890516446394e-16	2.02020089597273e-26	3	Vertebrata	protein_coding
ENSBTAG00000021685	ENSBTAG00000046688	EEF1A2	ENSBTAG00000046688	0.00585472567266282	6.44333137256575e-09	5	Vertebrata	protein_coding
ENSBTAG00000031217	ENSBTAG00000021916	MYL6B	MYL4	1.18586522379476e-09	4.90964799563433e-06	4	Vertebrata	protein_coding
ENSBTAG00000002717	ENSBTAG00000005353	INA	DES	0.000946883289086712	0.0654494587727279	2	Vertebrata	protein_coding
ENSBTAG00000038476	ENSBTAG00000030503	HIST2H2AB	H2AFJ	8.74603267617096e-07	0.0653689299906943	4	Vertebrata	protein_coding
ENSBTAG00000018255	ENSBTAG00000022244	ACTN1	ACTN3	4.91883697595888e-10	3.84683110222513e-07	5	Vertebrata	protein_coding
ENSBTAG00000017864	ENSBTAG00000002717	PRPH	INA	0.00969704042160961	9.29192787373094e-06	2	Vertebrata	protein_coding
ENSBTAG00000007553	ENSBTAG00000020793	KCNA5	KCNA4	0.000295247525370523	1.10711405727417e-13	5	Vertebrata	protein_coding
ENSBTAG00000005150	ENSBTAG00000014862	HMGB3	ENSBTAG00000014862	0.00148691584425168	4.30678968390666e-12	4	Vertebrata	protein_coding
ENSBTAG00000037929	ENSBTAG00000023832	ADAM28	ADAM8	2.00458641798321e-08	2.03649508742212e-28	4	Vertebrata	protein_coding
ENSBTAG00000013544	ENSBTAG00000002326	LGALS8	LGALS3	0.00242683109414081	7.01822576414101e-22	1	Vertebrata	protein_coding
ENSBTAG00000018035	ENSBTAG00000019337	TGFBR1	ACVR1C	7.74109970938129e-06	1.85971626658431e-13	1	Vertebrata	protein_coding
ENSBTAG00000005106	ENSBTAG00000004578	ENSBTAG00000005106	LGI3	8.99766877871828e-12	3.47195930608602e-30	3	Vertebrata	protein_coding
ENSBTAG00000000215	ENSBTAG00000006495	GNB1	GNB2	1.83160882153982e-08	1.1745550034358e-07	5	Vertebrata	protein_coding
ENSBTAG00000001562	ENSBTAG00000019255	NFE2	NFE2L2	1.10931162900606e-15	1.25493476696018e-30	3	Vertebrata	protein_coding
ENSBTAG00000009738	ENSBTAG00000010388	MGAT4B	MGAT4A	0.000795345704702133	4.43650338234114e-12	2	Vertebrata	protein_coding
ENSBTAG00000014674	ENSBTAG00000008059	CHRM2	CHRM3	0.000167588793652765	0.000961976144808252	4	Vertebrata	protein_coding
ENSBTAG00000006877	ENSBTAG00000014824	MMP16	MMP14	0.000887112631401265	1.23969927352837e-07	2	Vertebrata	protein_coding
ENSBTAG00000002006	ENSBTAG00000018810	THBS1	THBS2	3.11658092029381e-15	1.85720253670384e-17	4	Vertebrata	protein_coding
ENSBTAG00000006775	ENSBTAG00000016236	SLC12A7	SLC12A6	0.00068953084602408	0.00946562496941884	3	Vertebrata	protein_coding
ENSBTAG00000004640	ENSBTAG00000047200	ENSBTAG00000004640	ENSBTAG00000047200	6.8200680810945e-08	1.15044481057536e-30	2	Vertebrata	protein_coding
ENSBTAG00000003341	ENSBTAG00000046957	DOK2	DOK6	0.00136737045568621	0.00357865182117181	2	Vertebrata	protein_coding
ENSBTAG00000011322	ENSBTAG00000014884	HIPK1	HIPK3	1.57545446461049e-06	9.66066758951707e-23	2	Vertebrata	protein_coding
ENSBTAG00000009256	ENSBTAG00000007103	ITGA4	ITGAL	0.00873628205039005	0.23081432288263	2	Vertebrata	protein_coding
ENSBTAG00000001357	ENSBTAG00000009447	ENSBTAG00000001357	PRMT8	0.000297849051755911	3.54623676740616e-08	4	Vertebrata	protein_coding
ENSBTAG00000047084	ENSBTAG00000020499	ENSBTAG00000047084	ENSBTAG00000020499	0.0140944328924584	0.206649430019221	3	Vertebrata	protein_coding
ENSBTAG00000025401	ENSBTAG00000047975	DOK3	DOK5	0.00310290022583812	0.120992395015051	2	Vertebrata	protein_coding
ENSBTAG00000021508	ENSBTAG00000047868	LMOD3	TMOD3	0.00475711720671211	0.001925175383902	2	Vertebrata	protein_coding
ENSBTAG00000018577	ENSBTAG00000014953	SLC7A1	ENSBTAG00000014953	1.44234367170573e-05	2.16516214911741e-37	3	Vertebrata	protein_coding
ENSBTAG00000001442	ENSBTAG00000004440	ENSBTAG00000001442	SLC15A1	4.16817146546688e-06	8.32744285365905e-09	3	Vertebrata	protein_coding
ENSBTAG00000002890	ENSBTAG00000006330	RBM10	RBM5	0.000242754429719723	3.16829738043601e-28	3	Vertebrata	protein_coding
ENSBTAG00000002187	ENSBTAG00000046808	SERINC3	ENSBTAG00000046808	2.12051597605331e-05	1.03383468372277e-11	4	Vertebrata	protein_coding
ENSBTAG00000002817	ENSBTAG00000008686	SLC46A1	SLC46A3	0.00027947855117845	6.29788240001778e-09	2	Vertebrata	protein_coding
ENSBTAG00000040390	ENSBTAG00000037508	ENSBTAG00000040390	EBF1	2.05526118821836e-06	1.20886637479841e-17	3	Vertebrata	protein_coding
ENSBTAG00000001098	ENSBTAG00000000081	PLEKHA3	COL4A3BP	0.0262707538386185	0.00335198840791547	2	Vertebrata	protein_coding
ENSBTAG00000008198	ENSBTAG00000004194	RGL3	RALGDS	2.69662133403486e-05	1.06572584483283e-16	3	Vertebrata	protein_coding
ENSBTAG00000045701	ENSBTAG00000003202	OPRL1	OPRD1	0.00302660820059344	1.20392325988298e-18	2	Vertebrata	protein_coding
ENSBTAG00000006354	ENSBTAG00000004840	ENSBTAG00000006354	C1S	0.00174886725995931	0.00317033881184084	2	Vertebrata	protein_coding
ENSBTAG00000025035	ENSBTAG00000007741	PRLR	CRLF1	0.0283886916395971	6.54356305320253e-10	1	Vertebrata	protein_coding
ENSBTAG00000003528	ENSBTAG00000019733	ENSBTAG00000003528	ADGRL4	0.000383804523410861	1.54701186524262e-19	2	Vertebrata	protein_coding
ENSBTAG00000000603	ENSBTAG00000003176	JAM2	JAM3	0.00101095443861684	3.6554513173507e-21	2	Vertebrata	protein_coding
ENSBTAG00000039530	ENSBTAG00000013147	NEFM	NEFH	0.0219087998373983	0.000208090926945057	2	Vertebrata	protein_coding
ENSBTAG00000007296	ENSBTAG00000009223	ENSBTAG00000007296	SFN	0.00130347735266886	1.1374736634142e-05	4	Vertebrata	protein_coding
ENSBTAG00000014405	ENSBTAG00000019342	OSBPL6	OSBPL3	1.13854159800651e-07	9.38441713793411e-49	2	Vertebrata	protein_coding
ENSBTAG00000004783	ENSBTAG00000001120	CORO1B	CORO6	0.0160184688574342	0.0351597786633929	2	Vertebrata	protein_coding
ENSBTAG00000045653	ENSBTAG00000000995	FAM46D	FAM46A	1.36433728657418e-08	7.40090127740939e-07	5	Vertebrata	protein_coding
ENSBTAG00000018778	ENSBTAG00000018661	TMC1	TMC6	0.00209485817300574	9.09602584595165e-07	2	Vertebrata	protein_coding
ENSBTAG00000017924	ENSBTAG00000020548	ENSBTAG00000017924	AZIN2	0.000905596971259559	4.74666614703658e-14	4	Vertebrata	protein_coding
ENSBTAG00000032236	ENSBTAG00000020889	ENSBTAG00000032236	CA7	1.35289210807457e-07	3.84203216555574e-18	2	Vertebrata	protein_coding
ENSBTAG00000015609	ENSBTAG00000022169	PREX1	PREX2	0.00027347431250766	4.40454271713332e-46	2	Vertebrata	protein_coding
ENSBTAG00000004380	ENSBTAG00000009496	STAT2	STAT5A	0.00157919507822133	1.39536263033205e-15	3	Vertebrata	protein_coding
ENSBTAG00000037457	ENSBTAG00000006753	MBD2	MBD3L1	2.5848513450175e-07	4.5374744275563e-12	2	Vertebrata	protein_coding
ENSBTAG00000006939	ENSBTAG00000015860	FGD3	FGD1	5.18190298246599e-05	1.66531608534451e-15	3	Vertebrata	protein_coding
ENSBTAG00000011962	ENSBTAG00000017268	PLA2G3	PROCA1	3.4642640431921e-07	1.31362745091888e-18	2	Vertebrata	protein_coding
ENSBTAG00000016979	ENSBTAG00000016107	PCYT1A	PCYT1B	3.18246330904664e-06	5.01111474484268e-10	4	Vertebrata	protein_coding
ENSBTAG00000010411	ENSBTAG00000000706	ADAMTS8	ADAMTS1	0.000188602730010622	9.88304331954716e-29	4	Vertebrata	protein_coding
ENSBTAG00000014463	ENSBTAG00000012667	CAMK2D	CAMK2G	2.56619802406994e-14	5.57105361054559e-31	4	Vertebrata	protein_coding
ENSBTAG00000024420	ENSBTAG00000007705	COL28A1	COLEC12	0.0316288258978394	0.000187267509287967	1	Vertebrata	protein_coding
ENSBTAG00000044192	ENSBTAG00000003396	MAF	MAFB	8.85150801119677e-13	8.02403486289717e-21	5	Vertebrata	protein_coding
ENSBTAG00000040386	ENSBTAG00000007052	AGTR2	BDKRB1	0.0263115112397267	8.13275710488611e-05	2	Vertebrata	protein_coding
ENSBTAG00000021576	ENSBTAG00000019601	LMOD1	ENSBTAG00000019601	0.00278686805399633	0.00463277844863248	2	Vertebrata	protein_coding
ENSBTAG00000003523	ENSBTAG00000004574	ENSBTAG00000003523	UGT8	1.77194246891177e-08	8.22199724202289e-06	1	Vertebrata	protein_coding
ENSBTAG00000020884	ENSBTAG00000009760	CASP4	ENSBTAG00000009760	0.0373742031474792	0.0477703578811711	2	Vertebrata	protein_coding
ENSBTAG00000008881	ENSBTAG00000046625	PURA	PURB	0.00011539085721904	1.3828161808619e-09	4	Vertebrata	protein_coding
ENSBTAG00000015987	ENSBTAG00000010085	ENSBTAG00000015987	SLC7A2	7.50357620285872e-05	2.73271338948542e-16	3	Vertebrata	protein_coding
ENSBTAG00000005702	ENSBTAG00000036304	CNGB1	CNGB3	2.76092985506041e-06	3.24472313723696e-23	3	Vertebrata	protein_coding
ENSBTAG00000025246	ENSBTAG00000021413	ZIC2	ZIC3	1.28312756983032e-30	8.66404613803817e-37	5	Vertebrata	protein_coding
ENSBTAG00000019495	ENSBTAG00000032657	TEAD3	TEAD1	1.34518721276265e-08	9.32792108983626e-18	4	Vertebrata	protein_coding
ENSBTAG00000012205	ENSBTAG00000016048	CPT1C	CPT1B	0.0440838225018369	0.00366880584062259	4	Vertebrata	protein_coding
ENSBTAG00000048159	ENSBTAG00000013454	TAB3	TAB2	2.58470515666313e-06	1.23836780970521e-15	3	Vertebrata	protein_coding
ENSBTAG00000021133	ENSBTAG00000007439	TENM3	TENM4	2.15991253403264e-06	1.46204997994975e-15	1	Vertebrata	protein_coding
ENSBTAG00000003491	ENSBTAG00000003752	SLC25A23	SLC25A24	4.32129270578014e-06	4.37788235971028e-16	4	Vertebrata	protein_coding
ENSBTAG00000001160	ENSBTAG00000014769	GMEB1	GMEB2	0.0127981411545119	2.47852922160369e-21	3	Vertebrata	protein_coding
ENSBTAG00000010837	ENSBTAG00000037718	HTR4	TAAR1	4.35926635161094e-05	4.53493845536148e-09	3	Vertebrata	protein_coding
ENSBTAG00000045746	ENSBTAG00000015118	ENSBTAG00000045746	PNPLA1	0.0281385170142161	3.12844230373315e-27	2	Vertebrata	protein_coding
ENSBTAG00000021761	ENSBTAG00000045748	BRAF	ENSBTAG00000045748	6.48845548325241e-07	7.75634976806535e-32	4	Vertebrata	protein_coding
ENSBTAG00000020626	ENSBTAG00000005607	ERCC6L2	ERCC6L	0.0338111825949127	0.00776605953579009	1	Vertebrata	protein_coding
ENSBTAG00000008173	ENSBTAG00000010622	TRIM13	TRIM46	0.0250118611630658	0.00254284460276496	2	Vertebrata	protein_coding
ENSBTAG00000022004	ENSBTAG00000006253	FLNB	FLNC	1.30718167391274e-08	1.32800745804587e-29	3	Vertebrata	protein_coding
ENSBTAG00000016072	ENSBTAG00000022583	SHC2	SHC4	0.00611049025199572	8.94624475390218e-22	3	Vertebrata	protein_coding
ENSBTAG00000037929	ENSBTAG00000031693	ADAM28	ADAM1B	0.023634505271838	0.131467288902988	4	Vertebrata	protein_coding
ENSBTAG00000039362	ENSBTAG00000004574	ENSBTAG00000039362	UGT8	1.77194246891177e-08	8.22199724202289e-06	1	Vertebrata	protein_coding
ENSBTAG00000004776	ENSBTAG00000011589	DUSP23	CDC14B	0.0066910024270712	7.67676576996362e-08	2	Vertebrata	protein_coding
ENSBTAG00000010719	ENSBTAG00000014051	ANGPTL1	ANGPT1	0.0305959897589167	0.000147268277553281	1	Vertebrata	protein_coding
ENSBTAG00000002484	ENSBTAG00000018178	NARFL	NARF	0.0004314791720818	2.39492179903248e-34	2	Vertebrata	protein_coding
ENSBTAG00000018465	ENSBTAG00000014940	KCNAB1	KCNAB3	3.05272215031379e-11	1.04716322589039e-18	4	Vertebrata	protein_coding
ENSBTAG00000003876	ENSBTAG00000012995	MCU	CCDC109B	1.23378694419299e-15	9.50205293207418e-32	4	Vertebrata	protein_coding
ENSBTAG00000020561	ENSBTAG00000020161	KLHL15	KLHL22	0.0309265998982634	0.000603001381091524	2	Vertebrata	protein_coding
ENSBTAG00000014357	ENSBTAG00000011154	SDC2	SDC1	3.19651322377699e-06	5.70887267553362e-20	4	Vertebrata	protein_coding
ENSBTAG00000032800	ENSBTAG00000020299	OPN4	ENSBTAG00000020299	0.0129010145152462	0.00674065619451134	1	Vertebrata	protein_coding
ENSBTAG00000021761	ENSBTAG00000005039	BRAF	ARAF	4.48131839387132e-07	6.60364479566008e-08	3	Vertebrata	protein_coding
ENSBTAG00000020299	ENSBTAG00000016485	ENSBTAG00000020299	OPN1SW	0.0252513338424363	1.09053536868497e-10	2	Vertebrata	protein_coding
ENSBTAG00000014576	ENSBTAG00000044144	GUCY1A3	GUCY1A2	0.000612530652283964	1.28816074261166e-12	2	Vertebrata	protein_coding
ENSBTAG00000031500	ENSBTAG00000017094	SHMT2	SHMT1	0.0256496089125478	0.172292592078472	1	Vertebrata	protein_coding
ENSBTAG00000010663	ENSBTAG00000012444	ADAM15	ADAM12	2.27214311031806e-06	0.000328499644466341	4	Vertebrata	protein_coding
ENSBTAG00000012500	ENSBTAG00000011518	RARA	RARB	0.00133942750224504	3.34133557209621e-16	2	Vertebrata	protein_coding
ENSBTAG00000014606	ENSBTAG00000010847	FOXR1	FOXN4	0.0123600666674821	0.000315471707083892	1	Vertebrata	protein_coding
ENSBTAG00000000241	ENSBTAG00000002076	STAU1	STAU2	0.000690426008773773	1.47989275313495e-43	2	Vertebrata	protein_coding
ENSBTAG00000009789	ENSBTAG00000012181	GNAQ	GNA11	5.42160822362352e-10	1.72191079464285e-27	4	Vertebrata	protein_coding
ENSBTAG00000009834	ENSBTAG00000002205	CNGA3	CNGA1	2.0759618281624e-13	1.84818651678677e-16	5	Vertebrata	protein_coding
ENSBTAG00000010856	ENSBTAG00000013861	SLC8A2	SLC8A1	4.10564544304709e-15	2.95067757549924e-12	5	Vertebrata	protein_coding
ENSBTAG00000004136	ENSBTAG00000001562	NFE2L3	NFE2	2.93387288297174e-08	5.3785543925588e-26	4	Vertebrata	protein_coding
ENSBTAG00000009093	ENSBTAG00000002772	GAL3ST2	GAL3ST3	0.00314311493396172	0.00410401002576254	2	Vertebrata	protein_coding
ENSBTAG00000000154	ENSBTAG00000046841	IRF2BP1	IRF2BP2	0.0158348538880546	0.000464900102886412	2	Vertebrata	protein_coding
ENSBTAG00000000306	ENSBTAG00000000377	ITK	BMX	3.26902340600296e-06	0.000829099964598492	3	Vertebrata	protein_coding
ENSBTAG00000001042	ENSBTAG00000005010	MXD1	MXD3	1.72890107191051e-11	2.52956200907879e-17	4	Vertebrata	protein_coding
ENSBTAG00000009552	ENSBTAG00000001305	ATP2B1	ATP2B2	1.74677956285853e-09	1.21162335294687e-28	3	Vertebrata	protein_coding
ENSBTAG00000001241	ENSBTAG00000016651	ISL1	ISL2	6.86725574710806e-12	2.20369040098942e-16	5	Vertebrata	protein_coding
ENSBTAG00000046797	ENSBTAG00000046644	NRAS	HRAS	0.00801094083371118	1.08302090669194e-18	3	Vertebrata	protein_coding
ENSBTAG00000015177	ENSBTAG00000026708	PRSS23	PRSS35	1.6916636616813e-07	9.89639754752644e-07	2	Vertebrata	protein_coding
ENSBTAG00000037604	ENSBTAG00000015801	EFNB3	EFNB1	2.91456603350477e-08	1.46164445736113e-07	4	Vertebrata	protein_coding
ENSBTAG00000005396	ENSBTAG00000008800	XKR6	XKR8	0.0261928135553819	1.07656518969309e-20	2	Vertebrata	protein_coding
ENSBTAG00000012375	ENSBTAG00000020161	KLHL9	KLHL22	0.00614506275431695	2.19975706846114e-05	1	Vertebrata	protein_coding
ENSBTAG00000037971	ENSBTAG00000038616	ENSBTAG00000037971	PRSS46	0.049799391600902	0.000576454901949828	1	Younger	protein_coding
ENSBTAG00000011860	ENSBTAG00000006380	SUPT20H	ENSBTAG00000006380	0.0460803298505882	0.0425016618268642	3	Vertebrata	protein_coding
ENSBTAG00000019750	ENSBTAG00000000454	TMEM106B	TMEM106C	0.00784497721017465	3.50606158339645e-11	3	Vertebrata	protein_coding
ENSBTAG00000007204	ENSBTAG00000039530	KRT80	NEFM	0.00551942076814101	1.01312208341548e-05	2	Vertebrata	protein_coding
ENSBTAG00000024507	ENSBTAG00000024903	KCNJ9	KCNJ16	0.0033078466141821	3.29721190489756e-07	2	Vertebrata	protein_coding
ENSBTAG00000046448	ENSBTAG00000046269	ENSBTAG00000046448	ENSBTAG00000046269	0.00440997770582578	0.0668613238085466	3	Vertebrata	protein_coding
ENSBTAG00000007073	ENSBTAG00000000456	CPB2	pCPB	6.99826198827604e-08	1.31854550183131e-22	4	Vertebrata	protein_coding
ENSBTAG00000038981	ENSBTAG00000013918	ENSBTAG00000038981	ADGRL3	0.00239992396398274	1.98079204680237e-08	2	Vertebrata	protein_coding
ENSBTAG00000004770	ENSBTAG00000017174	SCN4A	SCN11A	0.012809533777615	2.25262085797091e-06	3	Vertebrata	protein_coding
ENSBTAG00000018845	ENSBTAG00000006672	DND1	SYNCRIP	0.00323407013422191	0.00724200235351705	2	Vertebrata	protein_coding
ENSBTAG00000033061	ENSBTAG00000033841	ENSBTAG00000033061	ENSBTAG00000033841	0.0389177817931309	0.0505544058528902	2	Vertebrata	protein_coding
ENSBTAG00000012407	ENSBTAG00000012104	FOXA2	FOXA3	2.55571086467192e-06	1.22510026983548e-14	3	Vertebrata	protein_coding
ENSBTAG00000012467	ENSBTAG00000037743	MASP1	ENSBTAG00000037743	7.18119867780712e-05	8.04976699961209e-06	3	Vertebrata	protein_coding
ENSBTAG00000012565	ENSBTAG00000003759	PCNX	PCNXL3	9.10435323958236e-08	3.56551229273426e-14	3	Vertebrata	protein_coding
ENSBTAG00000046091	ENSBTAG00000044023	ENSBTAG00000046091	CDK6	9.27823380486072e-05	4.87356647808829e-10	5	Vertebrata	protein_coding
ENSBTAG00000044105	ENSBTAG00000024115	FOXO1	FOXO6	8.07434099366732e-07	1.62325363992667e-11	3	Vertebrata	protein_coding
ENSBTAG00000005476	ENSBTAG00000016910	METTL21A	METTL21B	0.0047364131752071	7.91813866041819e-17	3	Vertebrata	protein_coding
ENSBTAG00000045824	ENSBTAG00000004822	SOX9	SOX10	1.79886365414192e-05	5.27010871159742e-26	1	Vertebrata	protein_coding
ENSBTAG00000004499	ENSBTAG00000021837	RGS3	RGS19	0.00079997041161923	0.0306434213709644	2	Vertebrata	protein_coding
ENSBTAG00000007220	ENSBTAG00000037945	CASKIN2	CASKIN1	1.67272875389451e-09	1.68458357091118e-32	3	Vertebrata	protein_coding
ENSBTAG00000024507	ENSBTAG00000016170	KCNJ9	KCNJ11	0.00701781104098906	0.000100922534512882	2	Vertebrata	protein_coding
ENSBTAG00000001507	ENSBTAG00000011121	CLCN5	CLCN4	5.11898286265883e-05	5.94584831388622e-24	3	Vertebrata	protein_coding
ENSBTAG00000032567	ENSBTAG00000016744	C1QL4	CAPRIN1	0.0101331121853819	8.46014918981033e-14	1	Vertebrata	protein_coding
ENSBTAG00000009580	ENSBTAG00000018634	SH3BGRL3	SH3BGRL2	2.61597744355201e-06	2.94923110895484e-27	3	Vertebrata	protein_coding
ENSBTAG00000006975	ENSBTAG00000046616	SI	MGAM2	0.00417098292962478	0.00239654289161804	3	Vertebrata	protein_coding
ENSBTAG00000005144	ENSBTAG00000003367	PNPLA2	ENSBTAG00000003367	0.00360472025916118	4.59835230133433e-16	2	Vertebrata	protein_coding
ENSBTAG00000012533	ENSBTAG00000019709	ENSBTAG00000012533	ENSBTAG00000019709	0.00640750366843601	0.086705740851484	3	Vertebrata	protein_coding
ENSBTAG00000035171	ENSBTAG00000011975	SERPINB12	SERPINB1	0.00326230882309593	0.0553298151075061	3	Vertebrata	protein_coding
ENSBTAG00000020567	ENSBTAG00000001055	HNRNPLL	HNRNPL	1.0092465087378e-12	2.46755807208259e-10	5	Vertebrata	protein_coding
