	Ensembl Gene ID	affectedTissues	expressedTissues	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	propOfExpressedAffectedByeQTL	CNV
358	ENSG00000151835	22.0	48	13	23902965	24007841	-1	0.4583333333333333	N
359	ENSG00000140006	15.0	48	14	64063757	64108579	-1	0.3125	Y
360	ENSG00000164849	32.0	48	7	1084212	1098897	1	0.6666666666666666	N
361	ENSG00000250361	4.0	5	4	144917257	145061844	-1	0.8	Y
362	ENSG00000124222	46.0	48	20	57226328	57254582	1	0.9583333333333334	N
363	ENSG00000126821	9.0	48	14	64150932	64194757	-1	0.1875	N
364	ENSG00000205755	2.0	21	X	1314890	1331616	-1	0.09523809523809523	Y
365	ENSG00000144659	48.0	48	3	39424839	39438842	1	1.0	N
366	ENSG00000109654	41.0	48	4	154073494	154260472	1	0.8541666666666666	Y
367	ENSG00000088854	48.0	48	20	3229951	3388272	-1	1.0	Y
368	ENSG00000269305	11.0	11	9	4859120	4859260	-1	1.0	N
369	ENSG00000132164	12.0	29	3	10857885	10982419	1	0.41379310344827586	Y
370	ENSG00000164125	31.0	48	4	159045626	159094470	-1	0.6458333333333334	N
371	ENSG00000134508	33.0	48	18	20714528	20840431	1	0.6875	Y
372	ENSG00000168028	48.0	48	3	39448180	39454033	1	1.0	N
373	ENSG00000156304	5.0	48	21	33043346	33104388	-1	0.10416666666666667	N
374	ENSG00000177710	48.0	48	8	11188397	11189717	1	1.0	N
375	ENSG00000127863	14.0	48	13	24144509	24250232	1	0.2916666666666667	N
376	ENSG00000184608	23.0	24	8	11225911	11296167	1	0.9583333333333334	Y
377	ENSG00000147099	2.0	48	X	71549366	71792953	-1	0.041666666666666664	N
378	ENSG00000100014	48.0	48	22	24666786	24813708	1	1.0	Y
379	ENSG00000167081	37.0	48	9	128509624	128729656	1	0.7708333333333334	N
380	ENSG00000205745	1.0	2	7	36118694	36125346	1	0.5	N
381	ENSG00000100982	11.0	48	20	44563267	44576662	1	0.22916666666666666	N
382	ENSG00000154319	36.0	45	8	11278972	11332224	-1	0.8	Y
383	ENSG00000137869	26.0	37	15	51500254	51630807	-1	0.7027027027027027	Y
384	ENSG00000133742	6.0	45	8	86239837	86291243	-1	0.13333333333333333	N
385	ENSG00000164850	37.0	48	7	1121844	1133451	1	0.7708333333333334	N
386	ENSG00000151617	25.0	47	4	148402069	148466106	1	0.5319148936170213	N
387	ENSG00000096968	44.0	48	9	4985033	5128183	1	0.9166666666666666	Y
388	ENSG00000122547	45.0	48	7	36192758	36341152	1	0.9375	N
389	ENSG00000027001	48.0	48	13	24304328	24463558	-1	1.0	N
390	ENSG00000121211	5.0	48	4	154265801	154336270	1	0.10416666666666667	Y
391	ENSG00000103671	48.0	48	15	64679947	64747502	1	1.0	N
392	ENSG00000178381	48.0	48	7	1191707	1200395	-1	1.0	Y
393	ENSG00000136573	30.0	32	8	11351510	11422113	1	0.9375	N
394	ENSG00000128271	33.0	48	22	24813847	24838328	1	0.6875	Y
395	ENSG00000092445	31.0	48	15	41849873	41871536	1	0.6458333333333334	Y
396	ENSG00000164124	48.0	48	4	159122756	159176563	1	1.0	N
397	ENSG00000153132	35.0	47	4	141309609	141349122	-1	0.7446808510638298	N
398	ENSG00000142149	13.0	47	21	33245628	33416946	1	0.2765957446808511	Y
399	ENSG00000198026	41.0	48	20	44577292	44600833	-1	0.8541666666666666	N
400	ENSG00000181004	45.0	48	4	123653857	123666098	1	0.9375	N
401	ENSG00000205863	32.0	32	13	24465238	24476794	-1	1.0	N
402	ENSG00000170004	32.0	48	17	7788124	7816078	1	0.6666666666666666	Y
403	ENSG00000198223	42.0	47	X	1387693	1429274	1	0.8936170212765957	Y
404	ENSG00000004660	24.0	48	17	3763609	3798185	-1	0.5	Y
405	ENSG00000157103	33.0	46	3	11034410	11080933	1	0.717391304347826	Y
406	ENSG00000120210	1.0	2	9	5131979	5185668	-1	0.5	Y
407	ENSG00000180357	47.0	48	15	64752941	64978264	1	0.9791666666666666	Y
408	ENSG00000159055	9.0	48	21	33640530	33651380	-1	0.1875	N
409	ENSG00000100024	44.0	47	22	24863206	24924358	1	0.9361702127659575	Y
410	ENSG00000138685	46.0	48	4	123747863	123819391	1	0.9583333333333334	Y
411	ENSG00000130706	4.0	48	20	60877149	60883918	1	0.08333333333333333	N
412	ENSG00000136574	1.0	22	8	11534468	11617511	1	0.045454545454545456	Y
413	ENSG00000196814	47.0	47	9	129089128	129269320	1	1.0	Y
414	ENSG00000186417	47.0	47	15	51633826	51700210	1	1.0	N
415	ENSG00000172361	19.0	48	18	47753563	47792892	-1	0.3958333333333333	N
416	ENSG00000151552	48.0	48	4	17461884	17513857	-1	1.0	N
417	ENSG00000107014	7.0	34	9	5299868	5304969	-1	0.20588235294117646	Y
418	ENSG00000170262	2.0	14	21	33664124	33687095	1	0.14285714285714285	N
419	ENSG00000107018	21.0	23	9	5334969	5339873	-1	0.9130434782608695	Y
420	ENSG00000134490	46.0	48	18	20777108	21017925	-1	0.9583333333333334	Y
421	ENSG00000205693	33.0	38	12	27915671	27924209	-1	0.868421052631579	Y
422	ENSG00000107020	48.0	48	9	5357973	5437878	-1	1.0	Y
423	ENSG00000167701	17.0	48	8	145728356	145732557	1	0.3541666666666667	Y
424	ENSG00000138867	32.0	48	22	24936406	24951903	-1	0.6666666666666666	Y
425	ENSG00000197037	48.0	48	7	99214569	99230030	1	1.0	N
426	ENSG00000164168	7.0	48	4	148538534	148593195	1	0.14583333333333334	N
427	ENSG00000215440	48.0	48	20	57264187	57294294	1	1.0	N
428	ENSG00000142207	48.0	48	21	33683329	33765335	-1	1.0	N
429	ENSG00000121210	10.0	48	4	154387498	154557863	1	0.20833333333333334	Y
430	ENSG00000182957	47.0	48	13	24553944	24881212	1	0.9791666666666666	Y
431	ENSG00000205301	2.0	2	4	141363416	141419531	-1	1.0	N
432	ENSG00000108700	10.0	45	17	32646055	32648421	1	0.2222222222222222	N
433	ENSG00000120217	41.0	48	9	5450503	5470566	1	0.8541666666666666	N
434	ENSG00000088812	40.0	48	20	3451687	3631769	1	0.8333333333333334	N
435	ENSG00000226777	20.0	23	14	106383838	106391825	1	0.8695652173913043	Y
436	ENSG00000164877	47.0	48	7	1468101	1499138	-1	0.9791666666666666	Y
437	ENSG00000136944	7.0	27	9	129376722	129463311	1	0.25925925925925924	Y
438	ENSG00000255394	8.0	9	8	11618896	11620309	1	0.8888888888888888	N
439	ENSG00000163793	2.0	31	2	27498289	27504367	1	0.06451612903225806	N
440	ENSG00000163655	48.0	48	3	155588325	155661815	1	1.0	N
441	ENSG00000170917	48.0	48	4	123809852	123844123	-1	1.0	Y
442	ENSG00000110958	4.0	48	12	57057127	57082159	-1	0.08333333333333333	N
443	ENSG00000165046	3.0	48	8	38243725	38267045	1	0.0625	N
444	ENSG00000198445	1.0	2	22	17071667	17073700	-1	0.5	Y
445	ENSG00000006459	42.0	48	7	139784546	139876835	-1	0.875	N
446	ENSG00000100028	19.0	48	22	24951471	25005947	1	0.3958333333333333	Y
447	ENSG00000197646	48.0	48	9	5510545	5571282	1	1.0	N
448	ENSG00000172967	2.0	4	22	17264302	17302589	-1	0.5	Y
449	ENSG00000129055	48.0	48	3	134196548	134205558	-1	1.0	N
450	ENSG00000185291	46.0	48	X	1455509	1501578	1	0.9583333333333334	Y
451	ENSG00000154328	48.0	48	8	11627148	11644855	1	1.0	N
452	ENSG00000185518	35.0	46	15	91643180	91844539	1	0.7608695652173914	Y
453	ENSG00000119715	43.0	43	14	76776957	76968178	1	1.0	Y
454	ENSG00000166225	48.0	48	12	69864129	69973562	1	1.0	N
455	ENSG00000256073	48.0	48	21	33765439	33766254	1	1.0	N
456	ENSG00000169155	48.0	48	9	129567285	129600489	1	1.0	Y
457	ENSG00000240654	42.0	42	13	24881304	24896673	1	1.0	N
458	ENSG00000165959	46.0	48	14	95648277	95786243	-1	0.9583333333333334	Y
459	ENSG00000182077	14.0	14	10	27687116	27703297	-1	1.0	Y
460	ENSG00000173401	12.0	47	12	75728419	75764340	1	0.2553191489361702	N
461	ENSG00000056291	12.0	22	4	72897521	73013784	1	0.5454545454545454	Y
462	ENSG00000215568	4.0	4	22	17442826	17489112	-1	1.0	N
463	ENSG00000092108	42.0	48	14	31091318	31205018	1	0.875	N
464	ENSG00000163728	48.0	48	3	180319918	180335616	1	1.0	N
465	ENSG00000087448	33.0	48	12	27932953	27955973	1	0.6875	Y
466	ENSG00000159763	2.0	46	7	142829170	142836839	1	0.043478260869565216	Y
467	ENSG00000179387	29.0	48	4	141445312	141474924	1	0.6041666666666666	N
468	ENSG00000184361	23.0	23	17	43331760	43339479	-1	1.0	N
469	ENSG00000177125	5.0	48	9	129622944	129648157	1	0.10416666666666667	N
470	ENSG00000181374	27.0	32	17	32683471	32685629	1	0.84375	N
471	ENSG00000166979	23.0	48	21	33784314	33887707	1	0.4791666666666667	Y
472	ENSG00000164169	6.0	48	4	148558936	148605381	-1	0.125	N
473	ENSG00000169100	48.0	48	X	1505045	1511617	-1	1.0	Y
474	ENSG00000034533	48.0	48	3	130732719	130746493	-1	1.0	N
475	ENSG00000186297	14.0	26	15	27111510	27194354	1	0.5384615384615384	N
476	ENSG00000102699	48.0	48	13	24995064	25086948	-1	1.0	N
477	ENSG00000164879	36.0	48	8	86285665	86361269	1	0.75	Y
478	ENSG00000196639	16.0	46	3	11178779	11305243	1	0.34782608695652173	Y
479	ENSG00000176463	21.0	48	15	92396925	92715665	1	0.4375	Y
480	ENSG00000114405	44.0	48	3	62304648	62321888	1	0.9166666666666666	N
481	ENSG00000145375	48.0	48	4	123844229	124240605	1	1.0	N
482	ENSG00000068323	30.0	48	X	48886242	48901012	-1	0.625	N
483	ENSG00000130702	48.0	48	20	60883011	60942368	-1	1.0	Y
484	ENSG00000127399	48.0	48	7	150019728	150035239	1	1.0	N
485	ENSG00000112304	47.0	48	6	24667263	24705293	1	0.9791666666666666	N
486	ENSG00000104093	48.0	48	15	51739908	51915030	-1	1.0	Y
487	ENSG00000159199	46.0	48	17	46970127	46973233	1	0.9583333333333334	N
488	ENSG00000128802	1.0	4	10	48413092	48416853	-1	0.25	Y
489	ENSG00000179674	1.0	14	3	160394948	160396233	1	0.07142857142857142	N
490	ENSG00000135519	27.0	48	12	49932940	49952091	1	0.5625	N
491	ENSG00000180304	18.0	48	15	64979772	64995480	-1	0.375	N
492	ENSG00000104267	38.0	48	8	86376081	86393722	1	0.7916666666666666	N
493	ENSG00000107623	8.0	45	10	48425815	48438976	-1	0.17777777777777778	Y
494	ENSG00000165097	47.0	48	6	18155560	18224084	1	0.9791666666666666	Y
495	ENSG00000099246	17.0	48	10	27793197	27831143	1	0.3541666666666667	Y
496	ENSG00000174099	16.0	48	12	65672423	65882024	1	0.3333333333333333	N
497	ENSG00000163590	34.0	48	3	160473390	160796695	1	0.7083333333333334	Y
498	ENSG00000095564	48.0	48	10	93683526	93790082	1	1.0	N
499	ENSG00000087494	16.0	46	12	28111017	28125638	-1	0.34782608695652173	N
500	ENSG00000107036	47.0	48	9	5629025	5776557	1	0.9791666666666666	Y
501	ENSG00000188707	47.0	48	7	150026938	150029808	1	0.9791666666666666	N
502	ENSG00000136697	3.0	4	2	113825547	113833427	1	0.75	N
503	ENSG00000183770	5.0	31	3	138663066	138665982	-1	0.16129032258064516	N
504	ENSG00000198879	44.0	48	10	7200586	7453450	-1	0.9166666666666666	Y
505	ENSG00000002549	29.0	48	4	17578815	17609595	1	0.6041666666666666	Y
506	ENSG00000184992	9.0	48	12	125478246	125515777	1	0.1875	N
507	ENSG00000106538	46.0	48	7	150035408	150038763	-1	0.9583333333333334	N
508	ENSG00000169093	48.0	48	X	1522032	1572655	-1	1.0	Y
509	ENSG00000177663	48.0	48	22	17565844	17596583	1	1.0	Y
510	ENSG00000242220	48.0	48	21	33948862	33959683	-1	1.0	Y
511	ENSG00000167100	44.0	48	17	48187404	48207246	-1	0.9166666666666666	N
512	ENSG00000240764	18.0	47	5	140868808	140892546	1	0.3829787234042553	N
513	ENSG00000135919	43.0	48	2	224839829	224904036	-1	0.8958333333333334	N
514	ENSG00000152766	42.0	47	10	90581889	90611575	-1	0.8936170212765957	N
515	ENSG00000182923	48.0	48	3	134204585	134293859	1	1.0	N
516	ENSG00000144026	48.0	48	2	95813075	95831158	-1	1.0	N
517	ENSG00000156140	17.0	45	4	73146686	73434516	-1	0.37777777777777777	Y
518	ENSG00000171509	11.0	30	4	159236463	159574524	1	0.36666666666666664	Y
519	ENSG00000166831	30.0	48	15	65032091	65067786	-1	0.625	N
520	ENSG00000107816	36.0	48	10	102756375	102767593	1	0.75	N
521	ENSG00000164209	38.0	48	5	110073837	110100857	1	0.7916666666666666	N
522	ENSG00000136828	41.0	48	9	129677053	129985445	1	0.8541666666666666	N
523	ENSG00000100985	5.0	48	20	44637547	44645200	1	0.10416666666666667	N
524	ENSG00000180638	11.0	43	17	19581601	19622292	-1	0.2558139534883721	N
525	ENSG00000204335	16.0	45	2	171571861	171574588	1	0.35555555555555557	N
526	ENSG00000109424	1.0	10	4	141480588	141489959	-1	0.1	N
527	ENSG00000108819	38.0	48	17	48211104	48227991	-1	0.7916666666666666	N
528	ENSG00000213639	48.0	48	2	28974506	29025806	1	1.0	N
529	ENSG00000206262	1.0	26	3	138666076	138672293	1	0.038461538461538464	N
530	ENSG00000204334	45.0	46	2	171640296	171655481	1	0.9782608695652174	N
531	ENSG00000167700	45.0	48	8	145734457	145736596	1	0.9375	Y
532	ENSG00000124562	48.0	48	6	34725183	34741571	1	1.0	N
533	ENSG00000100031	48.0	48	22	24979718	25024972	1	1.0	Y
534	ENSG00000089127	40.0	48	12	113344582	113369990	1	0.8333333333333334	Y
535	ENSG00000079459	48.0	48	8	11653082	11696818	1	1.0	N
536	ENSG00000197548	48.0	48	3	11313995	11599139	1	1.0	Y
537	ENSG00000118514	48.0	48	6	135238528	135271260	-1	1.0	N
538	ENSG00000174083	13.0	47	17	8706041	8770994	-1	0.2765957446808511	Y
539	ENSG00000154265	48.0	48	17	67240452	67323385	-1	1.0	N
540	ENSG00000112667	48.0	48	6	43193367	43197222	-1	1.0	N
541	ENSG00000165309	3.0	17	10	23216953	23326518	1	0.17647058823529413	Y
542	ENSG00000082153	14.0	48	2	201675317	201688569	1	0.2916666666666667	N
543	ENSG00000186074	44.0	47	17	72690452	72709117	-1	0.9361702127659575	N
544	ENSG00000159079	48.0	48	21	33964389	33985176	-1	1.0	N
545	ENSG00000182256	3.0	23	15	27216429	27778373	1	0.13043478260869565	Y
546	ENSG00000183307	46.0	48	22	17597189	17602257	-1	0.9583333333333334	N
547	ENSG00000138134	39.0	48	10	90639491	90734910	1	0.8125	N
548	ENSG00000234769	48.0	48	16	64043	69452	-1	1.0	Y
549	ENSG00000240053	48.0	48	6	31637944	31641553	1	1.0	N
550	ENSG00000169398	39.0	48	8	141667999	142012315	-1	0.8125	Y
551	ENSG00000140451	48.0	48	15	65107831	65117867	-1	1.0	N
552	ENSG00000235478	22.0	24	22	17602476	17612994	1	0.9166666666666666	N
553	ENSG00000137462	48.0	48	4	154622652	154626851	1	1.0	N
554	ENSG00000169255	37.0	48	3	160801671	160823172	-1	0.7708333333333334	N
555	ENSG00000180316	10.0	35	6	36210980	36276372	1	0.2857142857142857	N
556	ENSG00000091128	1.0	26	7	107663993	107770801	-1	0.038461538461538464	Y
557	ENSG00000197322	14.0	14	17	32901142	32906388	-1	1.0	N
558	ENSG00000175110	29.0	48	3	138724648	139076065	1	0.6041666666666666	Y
559	ENSG00000152822	7.0	23	6	146348782	146758734	1	0.30434782608695654	N
560	ENSG00000006837	38.0	48	5	133541305	133706738	-1	0.7916666666666666	Y
561	ENSG00000106258	45.0	48	7	99245817	99277621	-1	0.9375	N
562	ENSG00000071205	15.0	48	4	148653214	148993931	1	0.3125	Y
563	ENSG00000196954	45.0	48	11	104813593	104840163	-1	0.9375	N
564	ENSG00000175348	48.0	48	11	8968841	8986558	-1	1.0	N
565	ENSG00000130522	1.0	48	19	18390563	18392432	-1	0.020833333333333332	Y
566	ENSG00000108298	11.0	48	17	37356536	37360980	1	0.22916666666666666	N
567	ENSG00000173338	40.0	48	11	65360326	65363467	-1	0.8333333333333334	N
568	ENSG00000181291	37.0	42	17	32907768	32966337	1	0.8809523809523809	Y
569	ENSG00000211450	34.0	48	11	57508825	57510986	1	0.7083333333333334	N
570	ENSG00000135486	4.0	48	12	54673977	54680872	1	0.08333333333333333	N
571	ENSG00000182162	40.0	47	X	1581465	1656000	-1	0.851063829787234	Y
572	ENSG00000145428	36.0	47	4	154631277	154681387	-1	0.7659574468085106	Y
573	ENSG00000075673	8.0	18	13	25254549	25285921	1	0.4444444444444444	Y
574	ENSG00000075651	47.0	48	3	171318195	171528740	-1	0.9791666666666666	Y
575	ENSG00000144306	47.0	48	2	175260458	175294303	1	0.9791666666666666	N
576	ENSG00000163064	10.0	24	2	119599747	119605254	-1	0.4166666666666667	N
577	ENSG00000130520	44.0	48	19	18417040	18434084	-1	0.9166666666666666	N
578	ENSG00000255974	16.0	47	19	41349443	41356352	-1	0.3404255319148936	Y
579	ENSG00000181409	23.0	48	17	79091095	79139877	-1	0.4791666666666667	Y
580	ENSG00000105202	47.0	48	19	40325098	40337054	-1	0.9791666666666666	Y
581	ENSG00000181649	44.0	48	11	2949503	2950685	-1	0.9166666666666666	N
582	ENSG00000196600	5.0	8	11	62931248	62997124	-1	0.625	Y
583	ENSG00000178188	48.0	48	16	28857921	28885526	1	1.0	N
584	ENSG00000081760	47.0	48	12	125549925	125627873	1	0.9791666666666666	Y
585	ENSG00000120265	30.0	48	6	150070579	150132556	1	0.625	Y
586	ENSG00000236624	48.0	48	1	45959538	45965751	-1	1.0	N
587	ENSG00000132424	14.0	48	6	99845927	99873207	-1	0.2916666666666667	N
588	ENSG00000089250	22.0	38	12	117645947	117889975	-1	0.5789473684210527	Y
589	ENSG00000109436	36.0	48	4	141541919	141677274	-1	0.75	Y
590	ENSG00000197976	27.0	48	X	1710486	1721407	1	0.5625	Y
591	ENSG00000161980	47.0	48	16	96407	103628	-1	0.9791666666666666	N
592	ENSG00000240403	6.0	6	19	55361898	55378662	1	1.0	Y
593	ENSG00000140557	7.0	30	15	92937058	93011958	1	0.23333333333333334	N
594	ENSG00000159214	26.0	48	1	44457031	44462200	1	0.5416666666666666	N
595	ENSG00000155324	47.0	48	5	125695824	125832186	1	0.9791666666666666	N
596	ENSG00000124508	48.0	48	6	26383324	26395102	1	1.0	Y
597	ENSG00000099219	48.0	48	9	5765076	5833117	-1	1.0	N
598	ENSG00000243452	48.0	48	1	148555979	148596267	1	1.0	Y
599	ENSG00000161981	48.0	48	16	103010	107669	1	1.0	N
600	ENSG00000164008	48.0	48	1	43232940	43263968	1	1.0	N
601	ENSG00000104983	48.0	48	19	46498339	46524576	1	1.0	N
602	ENSG00000112308	48.0	48	6	24705089	24721064	-1	1.0	N
603	ENSG00000173327	48.0	48	11	65365226	65382853	-1	1.0	N
604	ENSG00000213185	3.0	46	10	124608594	124639157	-1	0.06521739130434782	N
605	ENSG00000130517	48.0	48	19	18451397	18480760	1	1.0	N
606	ENSG00000138032	48.0	48	2	44395108	44471523	1	1.0	Y
607	ENSG00000143847	34.0	48	1	202995626	203047868	1	0.7083333333333334	N
608	ENSG00000035141	48.0	48	2	70523107	70529222	-1	1.0	N
609	ENSG00000131236	14.0	48	1	40505905	40538321	1	0.2916666666666667	N
610	ENSG00000104044	18.0	41	15	28000021	28344504	-1	0.43902439024390244	N
611	ENSG00000169282	32.0	48	3	155755490	156256545	1	0.6666666666666666	Y
612	ENSG00000128683	41.0	44	2	171669723	171717661	1	0.9318181818181818	Y
613	ENSG00000137757	24.0	37	11	104864962	104893895	-1	0.6486486486486487	N
614	ENSG00000197448	47.0	48	7	142941186	142967947	1	0.9791666666666666	N
615	ENSG00000147614	2.0	19	8	86999552	87166457	1	0.10526315789473684	Y
616	ENSG00000196433	48.0	48	X	1733894	1761974	1	1.0	Y
617	ENSG00000164627	41.0	41	6	39297766	39693181	-1	1.0	N
618	ENSG00000182771	46.0	47	10	87359312	88126250	-1	0.9787234042553191	Y
619	ENSG00000069998	48.0	48	22	17618401	17646177	-1	1.0	N
620	ENSG00000130513	30.0	48	19	18485541	18499986	1	0.625	N
621	ENSG00000214022	46.0	48	7	150065278	150071133	1	0.9583333333333334	N
622	ENSG00000247121	48.0	48	5	96149731	96271513	-1	1.0	Y
623	ENSG00000125861	11.0	11	20	3639939	3644046	-1	1.0	N
624	ENSG00000175352	34.0	48	11	9002123	9025596	-1	0.7083333333333334	Y
625	ENSG00000132763	48.0	48	1	45965725	45976739	1	1.0	N
626	ENSG00000141644	4.0	48	18	47793252	47808144	-1	0.08333333333333333	N
627	ENSG00000187808	8.0	47	X	118892576	118894164	1	0.1702127659574468	N
628	ENSG00000124140	34.0	41	20	44650356	44688784	1	0.8292682926829268	N
629	ENSG00000198918	8.0	48	X	118920467	118925606	-1	0.16666666666666666	N
630	ENSG00000151923	18.0	48	10	121334199	121356541	-1	0.375	N
631	ENSG00000145423	27.0	48	4	154701744	154710272	-1	0.5625	N
632	ENSG00000146426	31.0	48	6	155153831	155578857	1	0.6458333333333334	Y
633	ENSG00000104112	45.0	46	15	51973550	52013223	1	0.9782608695652174	N
634	ENSG00000164161	7.0	43	4	145567173	145666423	1	0.16279069767441862	N
635	ENSG00000163806	42.0	48	2	29005383	29073477	1	0.875	N
636	ENSG00000007384	30.0	48	16	108058	126354	-1	0.625	N
637	ENSG00000136859	16.0	48	9	129849611	129885162	-1	0.3333333333333333	N
638	ENSG00000189325	4.0	17	6	36283534	36304662	-1	0.23529411764705882	N
639	ENSG00000131504	16.0	48	5	140894583	140998622	-1	0.3333333333333333	N
640	ENSG00000175489	48.0	48	19	18501954	18508427	-1	1.0	N
641	ENSG00000168314	17.0	44	3	39508689	39570970	1	0.38636363636363635	N
642	ENSG00000149742	2.0	13	11	63137261	63177766	1	0.15384615384615385	N
643	ENSG00000071054	40.0	48	2	102313312	102511149	1	0.8333333333333334	Y
644	ENSG00000008438	16.0	47	19	46522411	46526323	-1	0.3404255319148936	N
645	ENSG00000159202	26.0	48	17	46985731	47006418	1	0.5416666666666666	N
646	ENSG00000117450	48.0	48	1	45976708	45988719	-1	1.0	Y
647	ENSG00000157800	48.0	48	7	139993493	140104233	-1	1.0	Y
648	ENSG00000160957	47.0	48	8	145736667	145743229	-1	0.9791666666666666	Y
649	ENSG00000174775	48.0	48	11	532242	537287	-1	1.0	Y
650	ENSG00000145740	40.0	48	5	68389473	68426896	1	0.8333333333333334	N
651	ENSG00000178026	35.0	48	22	24981588	24989175	-1	0.7291666666666666	Y
652	ENSG00000027697	36.0	48	6	137518621	137540586	-1	0.75	N
653	ENSG00000205531	48.0	48	11	2965667	3013607	-1	1.0	Y
654	ENSG00000124019	47.0	47	2	225243415	225266802	-1	1.0	N
655	ENSG00000147144	4.0	48	X	48911101	48927509	1	0.08333333333333333	N
656	ENSG00000008197	1.0	4	6	50681541	50740701	1	0.25	N
657	ENSG00000197136	47.0	48	11	65383244	65404910	1	0.9791666666666666	N
658	ENSG00000166226	16.0	48	12	69979114	69995350	1	0.3333333333333333	N
659	ENSG00000177868	48.0	48	1	43272723	43282954	-1	1.0	N
660	ENSG00000169084	48.0	48	X	2137557	2420846	-1	1.0	Y
661	ENSG00000174788	39.0	41	19	7696497	7698634	-1	0.9512195121951219	N
662	ENSG00000136689	18.0	48	2	113864791	113891593	1	0.375	Y
663	ENSG00000102977	8.0	48	16	67691415	67694713	-1	0.16666666666666666	N
664	ENSG00000188624	3.0	3	19	46623328	46627931	-1	1.0	Y
665	ENSG00000143971	48.0	48	2	67624451	67637677	1	1.0	N
666	ENSG00000159314	38.0	48	17	43471275	43511787	-1	0.7916666666666666	N
667	ENSG00000198077	25.0	30	19	41381344	41388657	-1	0.8333333333333334	Y
668	ENSG00000149451	48.0	48	20	3648612	3662893	-1	1.0	N
669	ENSG00000197410	32.0	40	4	155153399	155412930	-1	0.8	Y
670	ENSG00000054654	37.0	48	14	64319683	64693165	1	0.7708333333333334	N
671	ENSG00000071246	48.0	48	14	77228532	77249354	1	1.0	N
672	ENSG00000019169	44.0	48	2	119699742	119752236	1	0.9166666666666666	Y
673	ENSG00000183675	36.0	36	10	48736874	48827966	-1	1.0	Y
674	ENSG00000159082	40.0	48	21	34001069	34100359	-1	0.8333333333333334	N
675	ENSG00000164308	48.0	48	5	96211643	96255420	1	1.0	Y
676	ENSG00000118508	10.0	48	6	146864829	146876101	1	0.20833333333333334	N
677	ENSG00000214717	38.0	48	X	2404455	2419008	-1	0.7916666666666666	N
678	ENSG00000163626	1.0	48	4	73921797	73935472	-1	0.020833333333333332	N
679	ENSG00000170153	40.0	46	4	141780961	142134031	-1	0.8695652173913043	Y
680	ENSG00000196531	23.0	48	12	57106212	57125412	-1	0.4791666666666667	N
681	ENSG00000068831	6.0	48	11	64494383	64512928	-1	0.125	N
682	ENSG00000196517	31.0	48	1	44457172	44497139	-1	0.6458333333333334	N
683	ENSG00000164010	48.0	48	1	43282795	43310660	1	1.0	N
684	ENSG00000222036	1.0	3	14	19553365	19590078	1	0.3333333333333333	Y
685	ENSG00000171858	2.0	48	20	60962172	60963576	1	0.041666666666666664	N
686	ENSG00000076944	35.0	48	19	7701767	7712759	1	0.7291666666666666	N
